index_content,word,nature,index_word
14834,硬件,n,0
14834,设施,n,1
14834,旧,a,2
14834,服务,vn,3
14834,下次,t,4
14834,吃,v,5
14834,热闹,a,6
14834,交通,n,7
14835,服务,vn,0
14835,大厅,n,1
14835,气派,n,2
14835,上档次,b,3
14835,服务,vn,4
14835,人员,n,5
14835,贴心,v,6
14835,记得,v,7
14835,客人,n,8
14835,生日,t,9
14835,生日,t,10
14835,送,v,11
14835,蛋糕,n,12
14835,水果,n,13
14835,谢谢,nr,14
14835,服务,vn,15
14835,人员,n,16
14836,服务,vn,0
14837,父母,n,0
14837,出行,v,1
14837,游玩,n,2
14837,对面,n,3
14837,世界之窗,nz,4
14837,锦绣,n,5
14837,园,zg,6
14837,欢乐,a,7
14837,海岸,s,8
14837,不远,d,9
14837,吃饭,v,10
14837,逛街,v,11
14837,便利,a,12
14837,周末,t,13
14837,房间,n,14
14837,就可以看,i,15
14837,世界之窗,nz,16
14837,烟火,n,17
14837,表演,v,18
14838,深圳,ns,0
14838,算,v,1
14838,环境,n,2
14838,总体,n,3
14838,窗外,s,4
14838,环境,n,5
14838,较差,a,6
14838,成片,n,7
14838,居民楼,n,8
14840,位置,v,0
14840,对面,n,1
14840,世界之窗,nz,2
14840,周末,t,3
14840,烟火,n,4
14840,表演,v,5
14840,房间,n,6
14840,吹,v,7
14840,空调,n,8
14840,就可以看,i,9
14840,房间,n,10
14840,干净,a,11
14840,早餐,n,12
14841,多点,m,0
14841,笑容,n,1
14841,还好,v,2
14842,五星,nz,0
14842,设施,n,1
14842,不错,a,2
14842,价格,n,3
14842,合适,a,4
14842,忍,v,5
14843,非常感谢,i,0
14843,干净,a,1
14843,交通,n,2
14843,服务,vn,3
14843,特别,d,4
14843,优秀,a,5
14843,锻炼身体,n,6
14843,设施,n,7
14843,满意,v,8
14844,交通,n,0
14844,早餐,n,1
14844,服务,vn,2
14844,特别,d,3
14844,优秀,a,4
14844,环境,n,5
14845,希望,v,0
14845,客人,n,1
14845,外卖,v,2
14845,好好,d,3
14845,客人,n,4
14845,外卖,v,5
14846,景观,n,0
14846,房,n,1
14846,定个,b,2
14846,高级,b,3
14846,套房,n,4
14846,世界之窗,nz,5
14846,远景,n,6
14846,世界之窗,nz,7
14846,字,n,8
14846,景观,n,9
14846,房比,j,10
14846,高级,b,11
14846,房大,j,12
14846,价格,n,13
14846,贵,a,14
14846,两百,m,15
14847,环境,n,0
14848,住,v,0
14848,暖,a,1
14848,心,n,2
14848,清扫,v,3
14848,房间,n,4
14848,肖阿姨,nr,5
14848,礼貌,n,6
14848,工作,vn,7
14848,做成,v,8
14848,事,n,9
14848,言语,nr,10
14848,透,v,11
14848,真诚,a,12
14848,热心,n,13
14848,住客,n,14
14848,住,v,15
14848,舒心,a,16
14848,服务,vn,17
14848,女孩儿,n,18
14848,热情,n,19
14849,服务,vn,0
14850,干净,a,0
14850,舒适,a,1
14850,服务态度,n,2
14850,特别,d,3
14850,锦绣,n,4
14850,园,ng,5
14850,世界之窗,nz,6
14850,吃饭,v,7
14850,旁边,f,8
14850,商场,n,9
14850,里,f,10
14850,早餐,n,11
14850,特别,d,12
14850,满意,v,13
14850,加,v,14
14850,会员,n,15
14850,预定,v,16
14850,城市,ns,17
14851,一家,m,0
14851,旧,a,1
14851,五星,nz,2
14851,地理位置,n,3
14851,旁边,f,4
14851,世界之窗,nz,5
14851,欢乐谷,n,6
14851,出行,v,7
14851,早餐,n,8
14851,不错,a,9
14851,中餐厅,n,10
14851,消费,vn,11
14851,贵,a,12
14852,位置,v,0
14852,交通,n,1
14852,雖然,c,2
14852,舊,a,3
14852,一点,m,4
14852,整体,n,5
14852,配套,a,6
14852,衞,y,7
14852,生,v,8
14852,值得,v,9
14853,位置,v,0
14853,服务,vn,1
14853,蛮好,a,2
14854,特别,d,0
14854,详细,ad,1
14854,评价,n,2
14855,服务,vn,0
14856,快捷,a,0
14856,价格,n,1
14856,稍,d,2
14856,贵,a,3
14856,总体,n,4
14856,满意,v,5
14857,特别,d,0
14857,喜欢,v,1
14857,卫生,an,2
14857,早餐,n,3
14857,服务,vn,4
14857,特别,d,5
14857,周到,v,6
14857,细致,a,7
14858,一般般,l,0
14858,睡,v,1
14858,舒服,a,2
14858,枕头,n,3
14858,难受,v,4
14860,位置,v,0
14860,性价比,n,1
14860,高,a,2
14860,深圳,ns,3
14860,每次,r,4
14860,这家,r,5
14860,住,v,6
14861,服务,vn,0
14861,不错,a,1
14861,退房,v,2
14862,早餐,n,0
14862,不错,a,1
14864,深圳,ns,0
14864,常住,v,1
14864,品牌,n,2
14864,硬件,n,3
14864,服务,vn,4
14864,不错,a,5
14865,环境,n,0
14865,不错,a,1
14865,服务,vn,2
14866,服务态度,n,0
14866,免费,vn,1
14866,帮,v,2
14866,升级,vn,3
14866,房间,n,4
14867,入住,v,0
14867,几次,m,1
14867,太,d,2
14867,陈旧,nr,3
14867,隔音,n,4
14867,效果,n,5
14867,不好,d,6
14867,半夜三更,t,7
14867,隔壁,s,8
14867,打呼噜,l,9
14867,声音,n,10
14867,听见,v,11
14867,要命,v,12
14867,服务,vn,13
14867,管理,vn,14
14867,挺好,a,15
14867,每次,r,16
14867,入住,v,17
14867,是因为,c,18
14867,洲际,b,19
14867,没房,v,20
14867,只好,d,21
14867,住,v,22
14867,周边,f,23
14867,几个,m,24
14867,万豪,nr,25
14867,洲际,b,26
14868,环境,n,0
14868,超级,b,1
14868,棒,zg,2
14869,值得,v,0
14869,信赖,n,1
14870,住,v,0
14870,旁边,f,1
14870,昨天,t,2
14870,房间,n,3
14870,住,v,4
14870,房间,n,5
14870,早餐,n,6
14870,服务员,n,7
14870,带位,v,8
14870,请,v,9
14870,服务员,n,10
14870,位置,v,11
14870,一杯,m,12
14870,红茶,nr,13
14870,去取,v,14
14870,面包,n,15
14870,回来,v,16
14870,女,b,17
14870,位置,v,18
14870,晕倒,v,19
14870,开,v,20
14870,英文,nz,21
14870,服务员,n,22
14870,位置,v,23
14870,确认,v,24
14870,帮,v,25
14870,一杯,m,26
14870,红茶,nr,27
14870,搞笑,v,28
14870,旁边,f,29
14870,男服务员,n,30
14870,坐,v,31
14870,错误,n,32
14870,位置,v,33
14870,服务,vn,34
14870,真,d,35
14870,差劲,n,36
14870,取,v,37
14870,面包片,n,38
14870,夹,n,39
14870,面包,n,40
14870,工具,n,41
14870,收取,v,42
14870,放,v,43
14870,烤箱,n,44
14870,里,f,45
14870,烤,v,46
14870,第一次,m,47
14870,见到,v,48
14870,事情,n,49
14870,无语,v,50
14871,购物,n,0
14871,游玩,n,1
14872,早餐,n,0
14872,偏西,n,1
14872,式,k,2
14872,外国游客,n,3
14872,理解,v,4
14872,位置,v,5
14872,世界之窗,nz,6
14872,斜对面,n,7
14872,正对面,n,8
14872,益田,nr,9
14872,假日,t,10
14872,广场,n,11
14872,逛街,v,12
14872,购物,n,13
14872,吃饭,v,14
14872,特别,d,15
14872,距离,n,16
14872,锦绣,n,17
14872,中华,nz,18
14872,园,zg,19
14872,公里,q,20
14872,地铁,n,21
14872,一号,m,22
14872,二号线,n,23
14872,公交车,n,24
14872,门童,n,25
14872,行李,n,26
14872,员,zg,27
14872,特别,d,28
14872,住,v,29
14872,五星级,b,30
14872,里,f,31
14872,印象,n,32
14872,深刻,d,33
14872,行李,n,34
14872,员,zg,35
14872,入住,v,36
14872,几个,m,37
14872,太,d,38
14872,舒服,a,39
14872,工作,vn,40
14872,时间,n,41
14872,笑,v,42
14872,太,d,43
14872,随意,d,44
14872,停车场,n,45
14872,房间,n,46
14872,很大,a,47
14872,总体,n,48
14872,不错,a,49
14872,下次,t,50
14872,入住,v,51
14873,欧式,n,0
14873,风格,n,1
14873,房间,n,2
14873,装修,v,3
14873,怪怪的,z,4
14873,喜好,v,5
14874,服务,vn,0
14874,笑脸相迎,i,1
14874,很快,d,2
14874,特别,d,3
14874,表扬,v,4
14874,宋,nr,5
14874,经理,n,6
14874,专业,n,7
14874,与为,c,8
14874,客人,n,9
14874,着想,v,10
14874,愉快,a,11
14874,入住,v,12
14874,下次,t,13
14874,选择,v,14
14875,不错,a,0
14875,环境,n,1
14876,不错,a,0
14876,早餐,n,1
14877,每次,r,0
14877,深圳,ns,1
14877,住,v,2
14878,新,a,0
14878,环境,n,1
14878,不错,a,2
14878,阳台,n,3
14878,阳台,n,4
14878,欢乐谷,n,5
14878,大门,n,6
14878,娱乐,vn,7
14878,设施,n,8
14878,枕头,n,9
14878,多种类型,n,10
14878,提供,v,11
14878,选择,v,12
14878,更换,v,13
14878,欢乐谷,n,14
14878,世界之窗,nz,15
14878,适合,v,16
14878,小朋友,n,17
14878,游玩,n,18
14878,时,n,19
14878,住宿,n,20
14879,位置,v,0
14879,大厅,n,1
14879,左手,m,2
14879,一百五十,m,3
14879,米处,n,4
14879,世界之窗,nz,5
14879,右手边,n,6
14879,一百米,m,7
14879,处,n,8
14879,欢乐谷,n,9
14879,斜对面,n,10
14879,益田,nr,11
14879,购物中心,n,12
14879,楼,n,13
14879,小吃,n,14
14880,世界之窗,nz,0
14880,市区,n,1
14880,远,a,2
14880,较晚,d,3
14880,吃,v,4
14880,自助,v,5
14880,早餐,n,6
14880,午餐,n,7
14880,一楼,n,8
14880,粤菜,n,9
14880,吃,v,10
14880,菜码,n,11
14880,品质,n,12
14880,价格,n,13
14880,贵,a,14
14880,亲子,n,15
14880,建议,n,16
14880,吃,v,17
14881,位置,v,0
14881,环境,n,1
14881,大厅,n,2
14881,餐厅,n,3
14881,服务,vn,4
14881,对接,v,5
14881,不好,d,6
14882,感觉,n,0
14882,地毯,n,1
14882,味道,n,2
14884,完美,a,0
14884,入住,v,1
14884,周末,t,2
14884,想要,v,3
14884,约,d,4
14884,南山,ns,5
14884,朋友,n,6
14884,小聚,nr,7
14884,想着,v,8
14884,住,v,9
14884,城,n,10
14884,自然环境,l,11
14884,公园,n,12
14884,感觉,n,13
14884,选择,v,14
14884,发现,v,15
14884,换,nz,16
14884,老板,n,17
14884,不错,a,18
14884,换,v,19
14884,老板,n,20
14884,至少,d,21
14884,提升,v,22
14884,前一阵子,l,23
14884,中午,t,24
14884,自助餐,v,25
14884,感觉,n,26
14884,品种,n,27
14884,太,d,28
14884,少,a,29
14884,试一下,n,30
14884,入住,v,31
14884,还好,v,32
14884,感觉,n,33
14884,不错,a,34
14884,店,n,35
14884,时,ng,36
14884,发现,v,37
14884,订单,n,38
14884,时,n,39
14884,留意到,v,40
14884,大床,nz,41
14884,房,n,42
14884,双床,n,43
14884,两个,m,44
14884,字,n,45
14884,下单,n,46
14884,周末,t,47
14884,公司,n,48
14884,年,m,49
14884,房间,n,50
14884,紧张,a,51
14884,店,n,52
14884,发现,v,53
14884,随机,d,54
14884,分配,vn,55
14884,双,m,56
14884,床房,n,57
14884,沮丧,a,58
14884,还好,v,59
14884,吴玉红,nr,60
14884,小姐,nr,61
14884,努力,ad,62
14884,帮,v,63
14884,协调,v,64
14884,令,v,65
14884,满意,v,66
14884,入,v,67
14884,房间,n,68
14884,房间,n,69
14884,很大,a,70
14884,阳台,n,71
14884,升级,vn,72
14884,房型,n,73
14884,方向,n,74
14884,正,d,75
14884,世界之窗,nz,76
14884,朝东,ns,77
14884,北边,f,78
14884,欢乐谷,n,79
14884,正对着,l,80
14884,城,n,81
14884,新,a,82
14884,招商,n,83
14884,高层,n,84
14884,写字楼,n,85
14884,南,f,86
14884,海景,n,87
14884,一早,d,88
14884,阳光,nr,89
14884,蓝天白云,nr,90
14884,心情,n,91
14884,不好,d,92
14884,难,a,93
14884,房间,n,94
14884,里,f,95
14884,枕芯,n,96
14884,供,v,97
14884,挑选,v,98
14884,细致,a,99
14884,住客,n,100
14884,自助餐,v,101
14884,六折,m,102
14884,原本,n,103
14884,心思,n,104
14884,思想,n,105
14884,吃,v,106
14884,推出,v,107
14884,三文鱼,nz,108
14884,生,v,109
14884,蚝,n,110
14884,自助餐,v,111
14884,可惜,v,112
14884,头疼,a,113
14884,着凉,a,114
14884,吃,v,115
14884,生冷,vn,116
14884,只能,v,117
14884,下次,t,118
14886,第二次,m,0
14886,订,v,1
14886,房间,n,2
14886,房间,n,3
14887,很好,a,0
14887,一家,m,1
14887,位置,v,2
14887,市中心,n,3
14887,旁边,f,4
14887,旅游景点,n,5
14887,下次,t,6
14887,选择,v,7
14888,嫌,v,0
14888,冷开,v,1
14888,空调,n,2
14888,冷风,n,3
14888,跟前,f,4
14888,台,q,5
14888,搬,v,6
14888,台,q,7
14888,暖气机,n,8
14889,不错,a,0
14889,回来,v,1
14889,动感,n,2
14889,光波,n,3
14889,哔哔,n,4
14889,哔,n,5
14890,总体,n,0
14891,朋友,n,0
14891,满意,v,1
14891,总台,n,2
14891,电话,n,3
14891,小姐姐,nr,4
14891,细致,a,5
14891,耐心,a,6
14891,很棒,a,7
14891,朋友,n,8
14891,表示感谢,i,9
14892,旧,a,0
14892,性价比,n,1
14894,出行,v,0
14894,对面,n,1
14894,世界之窗,nz,2
14894,欢乐谷,n,3
14895,不错,a,0
14895,像是,v,1
14895,世外桃源,n,2
14896,服务,vn,0
14896,周到,v,1
14896,岁,m,2
14896,孩子,n,3
14896,加床,v,4
14896,升级成,l,5
14896,套房,n,6
14896,早餐,n,7
14896,商场,n,8
14896,感谢,v,9
14896,小孩,n,10
14896,落在,v,11
14896,房间,n,12
14896,发现,v,13
14896,电话,n,14
14896,感觉,n,15
14896,服务,vn,16
14896,贴心,v,17
14897,号,n,0
14898,领导,n,0
14898,住,v,1
14898,早餐,n,2
14898,不错,a,3
14899,设施,n,0
14899,旧,a,1
14899,维护,v,2
14899,不错,a,3
14900,房间,n,0
14900,卫生,an,1
14900,走廊,n,2
14900,房间,n,3
14900,设施,n,4
14900,太,d,5
14900,陈旧,nr,6
14900,一千多元,m,7
14900,性价比,n,8
14900,太,d,9
14900,低,a,10
14903,早餐,n,0
14903,赞,v,1
14903,房间,n,2
14903,不算,v,3
14903,太,d,4
14903,风景,n,5
14903,不错,a,6
14903,阳台,n,7
14903,打开,v,8
14903,世界之窗,nz,9
14903,临近,v,10
14903,圣诞,t,11
14903,气氛,n,12
14903,浓厚,a,13
14904,房门,n,0
14904,东西,ns,1
14904,顶住,v,2
14905,总体,n,0
14906,早餐,n,0
14907,房间,n,0
14907,干净,a,1
14907,床品,n,2
14907,舒适,a,3
14907,两张,m,4
14907,单人床,n,5
14907,拼在一起,l,6
14907,一家,m,7
14907,四口,m,8
14907,睡着,v,9
14907,宽敞,a,10
14907,服务,vn,11
14907,特别,d,12
14907,对面,n,13
14907,世界之窗,nz,14
14907,旁边,f,15
14907,益田,nr,16
14907,假日,t,17
14907,广场,n,18
14907,购物,n,19
14907,游玩,n,20
14908,房间,n,0
14908,相比,v,1
14908,环境,n,2
14910,停车场,n,0
14911,月,m,0
14911,陪,v,1
14911,孩子,n,2
14911,香港,ns,3
14911,考试,vn,4
14911,害怕,v,5
14911,暴乱,v,6
14911,直飞,v,7
14911,香港,ns,8
14911,深圳,ns,9
14911,住,v,10
14911,三晚,t,11
14911,香港,ns,12
14911,朋友家,n,13
14911,旁边,f,14
14911,四周,m,15
14911,交通,n,16
14911,餐饮,n,17
14911,便利,a,18
14911,位置,v,19
14911,门口,s,20
14911,水池,n,21
14911,里,f,22
14911,好多,m,23
14911,锦鲤,n,24
14911,孩子,n,25
14911,带来,v,26
14911,好运,n,27
14911,考出,v,28
14911,理想,n,29
14911,成绩,n,30
14912,整体,n,0
14912,不错,a,1
14912,服务,vn,2
14912,设施,n,3
14912,旧,a,4
14914,服务周到,i,0
14914,工作人员,n,1
14914,服务态度,n,2
14914,特别,d,3
14914,细心,n,4
14914,特别感谢,i,5
14915,适合,v,0
14915,孩子,n,1
14916,旁边,f,0
14916,商场,n,1
14916,活动,vn,2
14916,欢乐谷,n,3
14916,世界之窗,nz,4
14917,早餐,n,0
14918,环境,n,0
14918,清静,a,1
14919,服务周到,i,0
14919,房间,n,1
14919,很大,a,2
14920,位置,v,0
14920,走路,n,1
14920,欢乐谷,n,2
14920,世界之窗,nz,3
14920,夜游,n,4
14920,特别,d,5
14920,地铁站,n,6
14920,出行,v,7
14920,旁边,f,8
14920,商场,n,9
14920,吃,v,10
14920,东西,ns,11
14920,特多,d,12
14920,大鹅,nz,13
14920,好吃,v,14
14920,异国情调,l,15
14920,档次,n,16
14920,高,a,17
14921,老牌,n,0
14921,五星,nz,1
14921,不错,a,2
14924,房间,n,0
14924,很大,a,1
14924,服务,vn,2
14924,热情,n,3
14924,早餐,n,4
14924,丰盛,a,5
14924,中餐厅,n,6
14924,价格,n,7
14924,小贵,nr,8
14924,味道,n,9
14924,不错,a,10
14924,年夜饭,l,11
14924,自助餐,v,12
14924,火锅,n,13
14924,送,v,14
14924,龙虾,nr,15
14924,贴心,v,16
14924,世界之窗,nz,17
14924,步行,n,18
14924,五分钟,m,19
14924,便利,a,20
14925,房間,n,0
14925,床米,n,1
14925,米,q,2
14925,一家,m,3
14925,三口,m,4
14925,睡,v,5
14925,沒,d,6
14925,問題,n,7
14925,被子,n,8
14925,厚度,n,9
14925,適中,v,10
14925,加床,v,11
14925,不過,c,12
14925,加床,v,13
14925,費用,n,14
14925,點,q,15
14925,高,a,16
14925,我們,r,17
14925,選擇,v,18
14925,加,v,19
14925,被子,n,20
14925,小孩,n,21
14925,地鋪,n,22
14925,陽台,n,23
14925,沒有,v,24
14925,曬,v,25
14925,衣,n,26
14925,功能,n,27
14925,點,q,28
14925,可惜,v,29
14925,衛生間,n,30
14925,夠,v,31
14925,地理位置,n,32
14925,超級,b,33
14925,出門,v,34
14925,過,ug,35
14925,十字路口,l,36
14925,商場,n,37
14925,總體,n,38
14925,滿意,v,39
14926,早餐,n,0
14926,不错,a,1
14926,年夜饭,l,2
14926,小贵,nr,3
14926,套房,n,4
14926,沙发,nz,5
14926,房间,n,6
14926,很大,a,7
14926,惊喜,a,8
14926,最新,d,9
14926,电影,n,10
14926,世界之窗,nz,11
14926,欢乐谷,n,12
14926,和益田,nr,13
14926,假日,t,14
14926,广场,n,15
14926,宜动,a,16
14926,宜静,a,17
14927,游玩,n,0
14927,世界之窗,nz,1
14927,欢乐谷,n,2
14927,服务,vn,3
14927,软件,n,4
14927,硬件,n,5
14927,很棒,a,6
14927,下次,t,7
14927,住,v,8
14927,店,n,9
14927,价格,n,10
14927,高点,n,11
14927,物有所值,l,12
14928,整体,n,0
14928,不错,a,1
14928,世界之窗,nz,2
14928,阳台,n,3
14928,跨,v,4
14928,年去,t,5
14928,人潮,n,6
14928,街,s,7
14928,对面,n,8
14929,世界之窗,nz,0
14929,正对面,n,1
14930,早餐,n,0
14930,位置,v,1
14930,环境,n,2
14930,理想,n,3
14930,服务,vn,4
14930,到位,v,5
14930,设施,n,6
14930,令人,nrt,7
14930,失望,v,8
14930,恭维,n,9
14930,冲淋,z,10
14930,水,n,11
14930,热,a,12
14930,慢,a,13
14930,冷热,a,14
14930,难,a,15
14930,调,vn,16
14930,水量,n,17
14930,郁闷,a,18
14931,免费,vn,0
14931,升级,vn,1
14931,房型,n,2
14931,居住,v,3
14931,效果,n,4
14931,不错,a,5
14932,早餐,n,0
14932,性价比,n,1
14932,高,a,2
14933,开车,v,0
14933,地下,s,1
14933,停车场,n,2
14933,办,v,3
14933,入住,v,4
14933,行李,n,5
14933,太,d,6
14933,拖家带口,n,7
14933,礼,n,8
14933,兵部,n,9
14933,推到,v,10
14933,停车库,n,11
14933,不肯,v,12
14933,借车,n,13
14933,推,v,14
14933,不行,v,15
14933,车,n,16
14933,开回,v,17
14933,一楼,n,18
14933,房间,n,19
14933,很小,a,20
14933,我个,r,21
14933,拉杆箱,n,22
14933,房间,n,23
14933,挤满,v,24
14933,赶路,v,25
14933,早餐,n,26
14933,周岁,m,27
14933,小宝,nr,28
14933,点,q,29
14933,面,n,30
14933,带回,v,31
14933,房间,n,32
14933,吃,v,33
14933,整理,n,34
14933,行李,n,35
14933,服务员,n,36
14933,掉,v,37
14933,同意,d,38
14933,只能,v,39
14933,回去,v,40
14933,喝,vg,41
14933,性价比,n,42
14933,超低,h,43
14933,人性化,n,44
14933,差,a,45
14933,评,n,46
14933,差,a,47
14933,评,n,48
14933,差,a,49
14933,评,n,50
14933,下次,t,51
14933,住,v,52
14934,棒,a,0
14934,体验,n,1
14936,位置,v,0
14936,优越,a,1
14936,适合,v,2
14936,休闲,v,3
14936,旅游,vn,4
14937,房间,n,0
14937,卫生,an,1
14937,不错,a,2
14939,酒店设施,n,0
14939,不错,a,1
14939,饮食,n,2
14941,特别,d,0
14941,漂亮,a,1
14941,服务,vn,2
14944,时期,n,0
14944,第一,m,1
14944,时间,n,2
14944,响应,v,3
14944,国家,n,4
14944,防疫,vn,5
14944,人性化,n,6
14944,给予,v,7
14944,湖北,ns,8
14944,籍,ng,9
14944,客人,n,10
14944,筛查,vn,11
14944,人文,n,12
14944,关怀,nr,13
14944,专业化,n,14
14944,服务,vn,15
14944,一如既往,i,16
14944,符合,v,17
14944,超,v,18
14944,五星,nz,19
14944,标准,n,20
14944,特别感谢,i,21
14944,祝,v,22
14944,生意兴隆,l,23
14944,一如既往,i,24
14945,时期,n,0
14945,非常感谢,i,1
14945,温暖,an,2
14945,担当,v,3
14945,消毒,vn,4
14945,卫生,an,5
14945,优秀,a,6
14945,服务,vn,7
14945,人性化,n,8
14945,专业化,n,9
14945,温暖,an,10
14946,早餐,n,0
14946,品种,n,1
14946,订,v,2
14946,豪华,a,3
14946,房,n,4
14946,房间,n,5
14946,很大,a,6
14946,阳台,n,7
14946,特别,d,8
14946,适合,v,9
14946,孩子,n,10
14946,居住,v,11
14946,停车场,n,12
14946,位置,v,13
14946,旁边,f,14
14946,大型商场,n,15
14946,吃饭,v,16
14946,购物,n,17
14946,特,d,18
14946,对面,n,19
14946,世界之窗,nz,20
14946,欢乐谷,n,21
14946,步行,n,22
14946,三分钟,mq,23
14946,关键,n,24
14946,服务员,n,25
14946,态度,n,26
14946,棒棒,n,27
14946,哒,zg,28
14946,下次,t,29
14946,深圳,ns,30
14946,选择,v,31
14946,这家,r,32
14947,设施,n,0
14947,服务,vn,1
14947,温馨,nr,2
14947,家,m,3
14947,感觉,n,4
14948,很好,a,0
14948,体验,n,1
14949,服务,vn,0
14949,硬件,n,1
14950,位于,v,0
14950,城,n,1
14950,门庭,n,2
14950,看着,v,3
14950,太,d,4
14950,气派,n,5
14950,舒服,a,6
14950,早餐,n,7
14950,蛮好,a,8
14950,安静,nr,9
14950,舒适,a,10
14950,入住,v,11
14950,特别,d,12
14950,喜欢,v,13
14952,位置,v,0
14952,优越,a,1
14952,服务,vn,2
14954,位置,v,0
14954,出门,v,1
14954,房间,n,2
14954,够,v,3
14954,设施,n,4
14954,吃饭,v,5
14954,不算,v,6
14954,远,a,7
14954,每次,r,8
14954,朋友,n,9
14954,深圳,ns,10
14954,安排,v,11
14954,住,v,12
14956,入住,v,0
14956,行政,n,1
14956,楼层,n,2
14956,一房一厅,i,3
14956,舒服,a,4
14957,隔壁,s,0
14957,商场,n,1
14957,对面,n,2
14957,世界之窗,nz,3
14958,干净,a,0
14958,卫生,an,1
14958,服务,vn,2
14959,啊啊啊,nr,0
14960,古典,ns,0
14960,经典,n,1
14960,五星,nz,2
14961,位置,v,0
14961,太好了,l,1
14961,世界,n,2
14961,公园,n,3
14961,商场,n,4
14961,享受,v,5
14961,地理位置,n,6
14961,优势,n,7
14961,新冠,n,8
14961,公共场合,n,9
14961,关门,n,10
14961,新,a,11
14961,一应俱全,i,12
14961,服务,vn,13
14961,不错,a,14
14961,价位,n,15
14961,样子,n,16
14961,没什么,l,17
14961,惊艳,a,18
14961,感觉,n,19
14961,年夜饭,l,20
14961,气氛,n,21
14961,回看,v,22
14961,照片,n,23
14961,拍,v,24
14961,年夜饭,l,25
14961,甜点,n,26
14961,台和,ns,27
14961,泳池,n,28
14961,海鲜,ns,29
14961,火锅,n,30
14961,食材,n,31
14961,不错,a,32
14961,吃,v,33
14961,第二天,m,34
14961,早上,t,35
14961,舞狮,n,36
14961,房间,n,37
14961,阳台,n,38
14961,提升,v,39
14961,假期,t,40
14961,感,v,41
14961,商务,n,42
14962,早餐,n,0
14962,挺不错,i,1
14963,早餐,n,0
14964,卫生,an,0
14965,感恩,v,0
14965,遇见,v,1
14965,情系,n,2
14965,段,q,3
14965,故事,n,4
14965,一篇,m,5
14965,剧情,n,6
14965,篇,q,7
14965,剧情,n,8
14965,预先,vn,9
14965,演习,v,10
14965,公元,q,11
14965,年,m,12
14965,新春,ns,13
14965,终身难忘,i,14
14965,除夕,t,15
14965,每家每户,l,16
14965,喜气洋洋,i,17
14965,迎接,v,18
14965,新,a,19
14965,一年,m,20
14965,利用,n,21
14965,假期,t,22
14965,孩子,n,23
14965,游学,n,24
14965,月,m,25
14965,日,m,26
14965,上海,ns,27
14965,出发,v,28
14965,广州,ns,29
14965,香港,ns,30
14965,停留,v,31
14965,二十日,m,32
14965,期间,f,33
14965,入住,v,34
14965,广州,ns,35
14965,东方宾馆,nt,36
14965,香港,ns,37
14965,游玩,n,38
14965,开心,v,39
14965,新,a,40
14965,冠状病毒,l,41
14965,疫情,n,42
14965,形势,n,43
14965,越来越,d,44
14965,紧迫,d,45
14965,户籍,n,46
14965,湖北,ns,47
14965,越来越,d,48
14965,感觉,n,49
14965,异样,d,50
14965,眼光,n,51
14965,香港,ns,52
14965,签证,v,53
14965,到期,d,54
14965,被迫,d,55
14965,离开,v,56
14965,回,v,57
14965,湖北,ns,58
14965,老家,n,59
14965,种种,q,60
14965,因素,n,61
14965,回不去,v,62
14965,只能,v,63
14965,就近,d,64
14965,选择,v,65
14965,深圳,ns,66
14965,香港,ns,67
14965,城市,ns,68
14965,层层,n,69
14965,筛选,v,70
14965,选择,v,71
14965,网站,n,72
14965,地理位置,n,73
14965,好评,v,74
14965,分高,v,75
14965,到达,v,76
14965,目的地,n,77
14965,车,n,78
14965,停,v,79
14965,稳,a,80
14965,身着,v,81
14965,水手服,n,82
14965,头戴,n,83
14965,草帽,n,84
14965,戴,v,85
14965,蓝色,n,86
14965,口罩,n,87
14965,礼宾,n,88
14965,员,zg,89
14965,推车,v,90
14965,缓缓,d,91
14965,走来,v,92
14965,搬运,v,93
14965,沉重,a,94
14965,行李,n,95
14965,踏进,v,96
14965,大门,n,97
14965,蓝蓝的,z,98
14965,天空,n,99
14965,特色,n,100
14965,装修,v,101
14965,淡淡的,z,102
14965,花香,nr,103
14965,接待员,l,104
14965,流程,n,105
14965,登记,v,106
14965,入住,v,107
14965,话语,n,108
14965,中,f,109
14965,充满,a,110
14965,关切,v,111
14965,入住,v,112
14965,氛围,n,113
14965,疫情,n,114
14965,严肃,a,115
14965,安静,nr,116
14965,服务,vn,117
14965,温暖,an,118
14965,一家人,n,119
14965,心,n,120
14965,消毒,vn,121
14965,措施,n,122
14965,严密,a,123
14965,三步,m,124
14965,两步,m,125
14965,岗,n,126
14965,进出,v,127
14965,监测,vn,128
14965,体温,n,129
14965,客,n,130
14965,用品,n,131
14965,公共,b,132
14965,区域,n,133
14965,消杀,vn,134
14965,频繁,a,135
14965,积极响应,n,136
14965,国家,n,137
14965,号召,v,138
14965,政策,n,139
14966,风格,n,0
14966,特色,n,1
14966,干净,a,2
14966,卫生,an,3
14966,出门,v,4
14966,米,q,5
14966,深圳,ns,6
14966,著名,a,7
14966,世界之窗,nz,8
14966,欢乐谷,n,9
14966,个益田,n,10
14966,假日,t,11
14966,广场,n,12
14966,综合体,n,13
14966,购物,n,14
14966,休闲,v,15
14966,娱乐,vn,16
14966,太,d,17
14966,人员,n,18
14966,态度,n,19
14966,超好,v,20
14966,价格,n,21
14966,城,n,22
14966,五星,nz,23
14966,性价比,n,24
14966,不错,a,25
14966,早餐,n,26
